Price,Close,High,Low,Open,Volume
Ticker,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
Date,,,,,
2024-07-01,361.78717041015625,373.7733579355773,359.87915310482265,373.5287418636299,23389211
2024-07-02,362.42315673828125,364.5757900592144,357.2862193618521,364.5757900592144,13702830
2024-07-03,364.6247253417969,366.19027423645656,360.7108680353284,362.56994428382865,9207317
2024-07-04,364.91827392578125,372.64813595117505,363.74410481746486,365.8477970978676,14916930
2024-07-05,371.6207275390625,373.0395127118814,363.01025368159475,366.28811504405326,15946104
2024-07-08,369.3213806152344,373.0395331987094,368.04935904483125,372.64815343103237,8898299
2024-07-09,368.929931640625,372.0610291688324,366.97300315058516,371.0336536557051,8355819
2024-07-10,373.186279296875,375.53458765266197,362.0317922116163,370.6422661362888,17715196
2024-07-11,368.9789123535156,375.0453734072398,366.5327514785392,374.16476146432075,19873143
2024-07-12,369.0278015136719,371.2293461692278,363.98871638524923,370.7890551543329,16151583
2024-07-15,377.3447570800781,380.57370723555863,368.7831943244543,370.44659560397713,22951140
2024-07-16,372.2567443847656,380.37798590167347,371.8164235180345,378.32320495752816,11893034
2024-07-18,369.6148681640625,374.65395304849613,366.1413320420713,374.65395304849613,15709153
2024-07-19,356.7970275878906,369.85953293751845,355.08471493540213,369.6149168443058,13330099
2024-07-22,365.4563903808594,369.1256312481371,354.5465201742254,356.8948283572114,18715538
2024-07-23,374.2136535644531,377.34472115793875,353.7637274409345,368.5874842892099,49882257
2024-07-24,384.14508056640625,386.4933888557362,373.4798259346111,375.82813422394105,36868466
2024-07-25,383.70477294921875,387.76539386105156,377.93183949598017,382.5306336941857,25973101
2024-07-26,387.765380859375,390.89647848853355,381.3075405223205,386.44447797429746,20381410
2024-07-29,385.41705322265625,399.506932125944,384.19397293833686,395.29954789202867,27751449
2024-07-30,398.18603515625,403.81220454676384,388.45030400591287,388.45030400591287,34447139
2024-07-31,407.0411376953125,408.410981705869,399.75156691503855,400.68111991882324,29727771
2024-08-01,414.3306884765625,415.2113003079603,406.6497383297842,410.8571225577731,28803487
2024-08-02,410.6614685058594,417.11930883798436,404.44821438232947,407.28575481013587,24233263
2024-08-05,404.3503723144531,406.6986806643524,395.93557335531676,398.87096625778105,42489503
2024-08-06,406.06268310546875,415.79841480117784,404.3503705863493,404.3503705863493,18230579
2024-08-07,410.5498352050781,415.18492839181664,409.2678035216245,415.18492839181664,15556736
2024-08-08,402.0686340332031,411.24016524852624,400.19485380774677,410.5991494274213,16447385
2024-08-09,404.9778747558594,410.5991553208065,402.56173353454574,408.08435923815,10954753
2024-08-12,395.313232421875,404.33684127502187,394.573591858567,404.33684127502187,26254763
2024-08-13,390.72747802734375,398.91282178828686,389.54404105407497,397.43354061972707,11355664
2024-08-14,390.87542724609375,394.47500565347076,388.212708919511,393.3901933687128,9424614
2024-08-16,392.5518798828125,395.41184740035555,387.8674897644207,392.5518798828125,13844122
2024-08-19,397.53216552734375,401.871384270812,395.9049622605497,396.7431975128616,10677045
2024-08-20,400.638671875,402.5617495384216,397.5321872692108,398.96214108657836,10126083
2024-08-21,403.3013610839844,404.0410016556537,399.60315822563774,401.87137727366957,9726854
2024-08-22,397.7787170410156,404.3861549492848,396.69390481844823,404.1396080848855,10445288
2024-08-23,396.3980407714844,400.29346297631315,394.03116691492113,397.7786971237788,11513586
2024-08-26,409.1198425292969,410.2046546715903,396.3980312868941,396.8911249792047,13772637
2024-08-27,403.9916687011719,410.4512143297011,403.4492776611201,409.76087110049747,8441188
2024-08-28,403.3999328613281,408.6760413257494,401.72343238496586,404.3861202342648,15884745
2024-08-29,404.23822021484375,406.9009383055503,398.17317355940315,403.3999548828768,19014705
2024-08-30,410.45123291015625,413.4097952902985,405.81613980951226,406.99957679999034,22633988
2024-09-02,404.33685302734375,413.31116480886845,402.068633939026,412.0291030709064,11107165
2024-09-03,400.7865905761719,405.865450138817,399.9976526212954,404.82996531103487,7538160
2024-09-04,399.5045166015625,402.61100085224723,394.37633014934755,394.4749549072845,11052003
2024-09-05,397.68011474609375,402.75897442047835,396.29945824665737,399.75111454327566,14246871
2024-09-06,389.3468017578125,399.06075437249655,387.27583214424953,397.6800979314369,17956121
2024-09-09,384.4651794433594,387.3251169997037,379.9780085344265,385.79653850636254,12293356
2024-09-10,390.8260498046875,393.8832367265311,384.3665344520597,384.711706057051,15852309
2024-09-11,384.2679443359375,393.7846474683428,382.14764727991763,393.48880326370875,11492592
2024-09-12,399.25799560546875,400.6386520178274,385.2541217611323,385.5992933882351,24028069
2024-09-13,395.85565185546875,401.6741520182725,393.8339795425123,399.25801072913595,12017217
2024-09-16,405.4216613769531,406.3092240510581,396.44734968088676,396.89114606596536,11479712
2024-09-17,410.5498352050781,411.88119432008205,404.4354908968449,406.1613189839843,14432501
2024-09-18,408.4295349121094,413.9521907664411,407.29542534017907,412.7194564282444,10303840
2024-09-19,418.09417724609375,425.8850520032499,414.74111587309415,418.14347457967517,59601773
