Price,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Date,,,,,
2024-07-01,1260.9268798828125,1272.0182954558095,1255.4810095955881,1272.0182954558095,5797015
2024-07-02,1252.4334716796875,1266.8722798488939,1237.295130126035,1264.0245020064078,9945447
2024-07-03,1279.012939453125,1287.60628324484,1242.640984592191,1259.02836227417,15171347
2024-07-04,1279.9122314453125,1292.002875880826,1267.5217695706324,1287.0067317358885,4817380
2024-07-05,1286.0574951171875,1294.4010313270792,1269.9199253599415,1271.0190526611905,8593502
2024-07-08,1286.8568115234375,1296.399495545513,1278.6131737579144,1284.0090337814916,4216951
2024-07-09,1288.4056396484375,1294.001296535519,1278.2134326985165,1283.0097797309702,6930340
2024-07-10,1290.6539306640625,1293.0020939974938,1274.1666551223634,1283.2096027640755,9020489
2024-07-11,1295.75,1300.396438507439,1275.965220151114,1300.0467328082075,7848846
2024-07-12,1317.300048828125,1339.6500244140625,1293.9000244140625,1293.9000244140625,11278987
2024-07-15,1307.449951171875,1324.4000244140625,1305.0,1316.699951171875,11537127
2024-07-16,1304.0,1318.449951171875,1299.699951171875,1307.449951171875,5433264
2024-07-18,1309.4000244140625,1318.5999755859375,1294.5,1300.0,6787511
2024-07-19,1292.3499755859375,1309.0,1288.199951171875,1305.6500244140625,4496066
2024-07-22,1282.5,1292.3499755859375,1278.199951171875,1283.3499755859375,6695557
2024-07-23,1263.25,1291.0999755859375,1251.0,1288.5,8789327
2024-07-24,1239.25,1267.3499755859375,1226.6500244140625,1262.9000244140625,10344860
2024-07-25,1175.9000244140625,1200.0,1155.5,1200.0,32979871
2024-07-26,1177.3499755859375,1183.1500244140625,1155.25,1165.0,18554648
2024-07-29,1170.050048828125,1194.5999755859375,1163.6500244140625,1182.3499755859375,19598573
2024-07-30,1170.0,1180.0,1160.199951171875,1164.0999755859375,18090045
2024-07-31,1166.0999755859375,1171.0,1154.0,1157.0,17347076
2024-08-01,1172.300048828125,1175.6500244140625,1165.449951171875,1168.0,11190500
2024-08-02,1160.8499755859375,1167.800048828125,1156.0999755859375,1164.0,10581445
2024-08-05,1133.5,1151.449951171875,1124.300048828125,1142.0,12013362
2024-08-06,1126.0999755859375,1151.0,1123.0999755859375,1140.0,8571122
2024-08-07,1136.800048828125,1144.800048828125,1127.0,1138.800048828125,8370312
