Price,Close,High,Low,Open,Volume
Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS
Date,,,,,
2024-07-01,2486.22265625,2503.9876720245516,2431.63711445002,2442.504551130022,3312865
2024-07-02,2466.422607421875,2496.0477642881433,2460.666508207743,2496.0477642881433,1305210
2024-07-03,2491.43310546875,2500.8615172763507,2455.6547153597326,2467.9115053290857,1406405
2024-07-04,2477.141357421875,2517.7332949058336,2474.114292680149,2496.0975235152214,1977010
2024-07-05,2527.806640625,2534.7538909133295,2477.1412882763684,2477.1412882763684,1754286
2024-07-08,2567.654052734375,2575.4449948221027,2517.1377141108123,2540.7087424834617,2818809
2024-07-09,2570.631591796875,2594.301964869537,2548.6486020600505,2567.6541985701692,1479529
2024-07-10,2590.778564453125,2606.2114338563556,2553.6108222819507,2561.550537236578,1764036
2024-07-11,2589.190673828125,2597.3288329040865,2570.532295894864,2597.2791612272304,1432671
2024-07-12,2602.48974609375,2619.60975681741,2581.3998778109803,2581.3998778109803,1912642
2024-07-15,2600.554443359375,2609.4369510318375,2593.9544099026466,2608.196370566385,920101
2024-07-16,2668.190673828125,2704.4652934723017,2604.772300196954,2606.161653335641,3298003
2024-07-18,2717.764404296875,2730.467997022162,2634.992970614861,2679.6538684218926,5569762
2024-07-19,2706.450439453125,2722.3298699743023,2695.483659289261,2718.360012344008,1668862
2024-07-22,2714.687744140625,2729.2272497288595,2685.2610312256775,2685.3107029026028,1911629
2024-07-23,2745.50390625,2790.115131211254,2711.412658227848,2725.307159404711,3906259
2024-07-24,2696.575439453125,2736.6709041882878,2654.941606441795,2727.292164092904,3611927
2024-07-25,2686.799560546875,2704.3167024917393,2649.8799335286735,2696.5754317538394,2166670
2024-07-26,2690.62060546875,2706.450363867278,2666.9999047680026,2703.47297072771,2135309
2024-07-29,2691.16650390625,2699.503107759865,2672.5081251424413,2690.769372774585,957011
2024-07-30,2671.118408203125,2733.5942317894946,2665.163622206714,2695.1362388960065,1560399
2024-07-31,2685.260986328125,2689.2308436019753,2654.891723563683,2684.6159814414677,1751085
2024-08-01,2695.086669921875,2704.415738084747,2674.889923060724,2693.54830168734,1886392
2024-08-02,2672.260009765625,2738.7054514205456,2660.9457704745396,2691.563393459873,1738872
2024-08-05,2695.433837890625,2721.33725440984,2646.10840803418,2655.7849354705386,3118731
2024-08-06,2729.32666015625,2750.863088296067,2688.23849029464,2699.6024010509987,2296031
2024-08-07,2723.371826171875,2760.88702676029,2714.8862075874567,2760.738011728469,1713875
2024-08-08,2712.603515625,2738.457260428075,2699.899923472345,2733.2468225854554,1464161
2024-08-09,2726.498046875,2737.2167104449654,2698.113711501814,2735.23178172093,1284031
2024-08-12,2727.98681640625,2742.5759944580755,2701.884954526645,2717.36749590871,1297178
2024-08-13,2720.74169921875,2736.869245066587,2709.5270457929496,2721.337274755018,1051237
2024-08-14,2701.53759765625,2721.8831165697597,2686.204072105997,2720.3447483868586,946995
2024-08-16,2727.540283203125,2732.850064655501,2690.2731965789258,2717.268179758202,1727926
2024-08-19,2721.88330078125,2738.953640076966,2716.424746556982,2729.3267838143424,1130327
2024-08-20,2730.319091796875,2735.4798579439794,2714.439662236021,2721.8831448426713,1097889
2024-08-21,2770.16650390625,2774.0372603337164,2722.28009800496,2728.780788095258,1417729
2024-08-22,2771.754638671875,2788.8249779772536,2761.1353179988278,2781.82805546201,1552947
