,Date,Close,High,Low,Open,Volume,ticker,MACD,Signal,MACD_S1,Signal_S1,CrossoverBL,stock_name,MgtS
0,2024-11-15,286.1971130371094,289.8684739243854,284.82034509288184,287.3244673811796,2614400,AXP,0.0,0.0,,,False,American Express Company,True
1,2024-11-18,284.8702392578125,286.8455754383109,282.9447431717573,286.2669492960425,2074400,AXP,-0.10584748096948715,-0.021169496193897432,0.0,0.0,False,American Express Company,False
2,2024-11-19,284.88018798828125,285.94768545178414,280.65014327921625,281.2287998530379,2512900,AXP,-0.18677654903109442,-0.054290906761336834,-0.10584748096948715,-0.021169496193897432,False,American Express Company,False
3,2024-11-20,287.0351257324219,287.65366656068915,284.42127619568214,285.47878737549297,2387400,AXP,-0.076150140725872,-0.05866275355424387,-0.18677654903109442,-0.054290906761336834,False,American Express Company,False
4,2024-11-21,292.312744140625,293.38024167370673,286.8555732625489,289.1402104020424,2410300,AXP,0.4323973757313979,0.039549272302884485,-0.076150140725872,-0.05866275355424387,True,American Express Company,True
5,2024-11-22,300.59326171875,301.21183302792474,291.82390137117864,292.71179796464537,3788900,AXP,1.4864585429972976,0.32893112644176714,0.4323973757313979,0.039549272302884485,False,American Express Company,True
6,2024-11-25,304.4940795898437,305.08269201046244,301.7904447911389,302.3391425123612,3478400,AXP,2.6065265977458694,0.7844502207025876,1.4864585429972976,0.32893112644176714,False,American Express Company,True
7,2024-11-26,304.8532409667969,306.24995093978896,301.29160770117164,304.89312521888667,2130500,AXP,3.4830198376876638,1.324164144099603,2.6065265977458694,0.7844502207025876,False,American Express Company,True
8,2024-11-27,303.5363464355469,307.0979798946808,302.07977955928874,306.2798959924828,1697000,AXP,4.024987116201203,1.864328738519923,3.4830198376876638,1.324164144099603,False,American Express Company,True
9,2024-11-29,303.96533203125,307.06805301395576,303.9553761906339,306.5293111188437,1326600,AXP,4.437957628469292,2.3790545165097967,4.024987116201203,1.864328738519923,False,American Express Company,True
10,2024-12-02,301.551025390625,306.1302553830523,299.2065314870522,305.49174195995346,2166900,AXP,4.51834074648167,2.8069117625041713,4.437957628469292,2.3790545165097967,False,American Express Company,True
11,2024-12-03,301.4013366699219,304.2745860273884,300.4336411926859,303.12728963081514,2128700,AXP,4.517886929637825,3.1491067959309023,4.51834074648167,2.8069117625041713,False,American Express Company,True
12,2024-12-04,301.8902282714844,302.81803955872664,300.00464683677,301.29162954081335,1561200,AXP,4.50504538403419,3.42029451355156,4.517886929637825,3.1491067959309023,False,American Express Company,True
13,2024-12-05,299.8250732421875,302.7182648900997,299.61557434472377,301.5709684283754,2793600,AXP,4.278903083756575,3.5920162275925636,4.50504538403419,3.42029451355156,False,American Express Company,True
14,2024-12-06,303.2769470214844,304.0251878108957,299.91485661242206,300.9324835714587,1797600,AXP,4.328326790049857,3.7392783400840224,4.278903083756575,3.5920162275925636,False,American Express Company,True
15,2024-12-09,296.0240173339844,304.354437734891,295.465333300855,303.3567833263033,2377900,AXP,3.7391421200226773,3.7392510960717535,4.328326790049857,3.7392783400840224,False,American Express Company,False
16,2024-12-10,301.4013366699219,304.2646301873099,295.814496748175,296.7323216870359,2967800,AXP,3.6638788398764746,3.7241766448326983,3.7391421200226773,3.7392510960717535,False,American Express Company,False
17,2024-12-11,301.6308288574219,303.4166387654939,298.83740870456865,302.658411675721,2071200,AXP,3.581465346572486,3.695634385180656,3.6638788398764746,3.7241766448326983,False,American Express Company,False
18,2024-12-12,299.5956115722656,303.7359017917513,299.5557273163936,302.91781785642183,1668100,AXP,3.3137284348081835,3.6192531951061615,3.581465346572486,3.695634385180656,False,American Express Company,False
19,2024-12-13,301.4313049316406,303.6061841437396,300.54337793130946,301.750531189989,1662000,AXP,3.2126368381930206,3.5379299237235338,3.3137284348081835,3.6192531951061615,False,American Express Company,False
20,2024-12-16,302.8579406738281,303.48646779053786,300.12434703045545,302.9876406116882,1813700,AXP,3.2106284745443077,3.472469633887689,3.2126368381930206,3.5379299237235338,False,American Express Company,False
21,2024-12-17,300.6331787109375,302.3192171132859,298.9970412970945,301.6208468421843,3611500,AXP,2.9949927227992816,3.3769742516700076,3.2106284745443077,3.472469633887689,False,American Express Company,False
22,2024-12-18,287.10498046875,302.8778940121689,285.7581409468005,301.890225904204,3541200,AXP,1.712743852707149,3.0441281718774365,2.9949927227992816,3.3769742516700076,False,American Express Company,False
23,2024-12-19,292.3925170898437,296.1636492323062,290.51695252760874,292.3326602658359,3540200,AXP,1.1104122592726071,2.6573849893564705,1.712743852707149,3.0441281718774365,False,American Express Company,False
24,2024-12-20,297.949462890625,302.0099233660811,291.31506761127935,291.66425271987526,6232400,AXP,1.0691348951423834,2.339734970513653,1.1104122592726071,2.6573849893564705,False,American Express Company,False
25,2024-12-23,298.09912109375,299.05689123421536,294.49760334132054,295.7845860359486,1902400,AXP,1.036549752609858,2.079097926932894,1.0691348951423834,2.339734970513653,False,American Express Company,False
26,2024-12-24,302.7481994628906,302.90782782239467,297.30101489605005,298.58799761292875,862900,AXP,1.3700742002710058,1.9372931816005163,1.036549752609858,2.079097926932894,False,American Express Company,False
27,2024-12-26,303.2769470214844,304.1748603255745,300.3039564369939,300.77285521619814,1228900,AXP,1.657948439434449,1.881424233167303,1.3700742002710058,1.9372931816005163,False,American Express Company,False
28,2024-12-27,300.3438415527344,304.3743738081356,298.0093339365948,300.1443289425832,1676000,AXP,1.630617011762638,1.8312627888863702,1.657948439434449,1.881424233167303,False,American Express Company,False
29,2024-12-30,296.632568359375,298.9970348540695,293.4400925576962,296.6525409327454,2392800,AXP,1.294564988768741,1.7239232288628443,1.630617011762638,1.8312627888863702,False,American Express Company,False
30,2024-12-31,296.0938415527344,298.16894919392377,294.9764735577867,297.35086532405336,1231300,AXP,0.973548131605412,1.573848209411358,1.294564988768741,1.7239232288628443,False,American Express Company,False
31,2025-01-02,297.72998046875,299.6355039314432,293.92891982958537,299.29630510584263,1930100,AXP,0.8414628364546388,1.4273711348200142,0.973548131605412,1.573848209411358,False,American Express Company,False
32,2025-01-03,303.0799865722656,303.42999267578125,297.5299987792969,300.67999267578125,1979600,AXP,1.155168999948046,1.3729307078456208,0.8414628364546388,1.4273711348200142,False,American Express Company,False
33,2025-01-06,301.8800048828125,305.1499938964844,300.1700134277344,304.32000732421875,2714000,AXP,1.2920608280283545,1.3567567318821676,1.155168999948046,1.3729307078456208,False,American Express Company,False
34,2025-01-07,302.0199890136719,304.3800048828125,296.8500061035156,304.0,2058800,AXP,1.3957547456181487,1.3645563346293639,1.2920608280283545,1.3567567318821676,True,American Express Company,True
35,2025-01-08,302.8500061035156,304.20001220703125,298.8500061035156,301.8999938964844,2061300,AXP,1.5273025714596429,1.39710558199542,1.3957547456181487,1.3645563346293639,False,American Express Company,True
36,2025-01-10,293.29998779296875,301.32000732421875,293.1600036621094,300.42999267578125,2685500,AXP,0.8511371273720556,1.2879118910707472,1.5273025714596429,1.39710558199542,False,American Express Company,False
37,2025-01-13,297.0199890136719,297.7099914550781,291.1600036621094,292.5199890136719,2202800,AXP,0.6084305420333749,1.1520156212632728,0.8511371273720556,1.2879118910707472,False,American Express Company,False
38,2025-01-14,300.3599853515625,300.5400085449219,296.7300109863281,299.6000061035156,2370900,AXP,0.6777805828443775,1.0571686135794938,0.6084305420333749,1.1520156212632728,False,American Express Company,False
39,2025-01-15,312.32000732421875,313.9599914550781,304.2099914550781,305.0,3099500,AXP,1.6784664920353407,1.1814281892706633,0.6777805828443775,1.0571686135794938,True,American Express Company,True
40,2025-01-16,311.4800109863281,314.0,310.1300048828125,312.70001220703125,2361000,AXP,2.376343590606382,1.420411269537807,1.6784664920353407,1.1814281892706633,False,American Express Company,True
41,2025-01-17,312.5599975585937,315.3999938964844,310.7699890136719,313.0199890136719,2183500,AXP,2.9821853335353126,1.7327660823373083,2.376343590606382,1.420411269537807,False,American Express Company,True
42,2025-01-21,317.95001220703125,319.70001220703125,315.0,316.94000244140625,2779100,AXP,3.8528353282006833,2.156779931509983,2.9821853335353126,1.7327660823373083,False,American Express Company,True
43,2025-01-22,322.25,322.82000732421875,317.67999267578125,318.3099975585937,2927400,AXP,4.834080528836864,2.6922400509753595,3.8528353282006833,2.156779931509983,False,American Express Company,True
44,2025-01-23,325.8699951171875,326.2699890136719,321.989990234375,323.54998779296875,3935800,AXP,5.836547683654146,3.321101577511117,4.834080528836864,2.6922400509753595,False,American Express Company,True
45,2025-01-24,321.3399963378906,324.4700012207031,313.7300109863281,324.3999938964844,6260100,AXP,6.1940756352775,3.8956963890643936,5.836547683654146,3.321101577511117,False,American Express Company,True
46,2025-01-27,316.4200134277344,318.8299865722656,311.8399963378906,318.1300048828125,3099100,AXP,6.011125101576567,4.318782131566828,6.1940756352775,3.8956963890643936,False,American Express Company,True
47,2025-01-28,317.0400085449219,317.8699951171875,310.7200012207031,316.6400146484375,2431300,AXP,5.848743238634029,4.6247743529802685,6.011125101576567,4.318782131566828,False,American Express Company,True
48,2025-01-29,315.25,319.4800109863281,314.1400146484375,316.6300048828125,2155400,AXP,5.5120759323048105,4.802234668845177,5.848743238634029,4.6247743529802685,False,American Express Company,True
49,2025-01-30,318.95001220703125,321.8900146484375,316.0,317.0,2517400,AXP,5.480647239504606,4.937917182977063,5.5120759323048105,4.802234668845177,False,American Express Company,True
50,2025-01-31,317.45001220703125,321.6400146484375,315.510009765625,320.9100036621094,2034000,AXP,5.27390798173235,5.0051153427281205,5.480647239504606,4.937917182977063,False,American Express Company,True
51,2025-02-03,316.5299987792969,317.0,309.19000244140625,312.19000244140625,1997200,AXP,4.978439879764039,4.999780250135304,5.27390798173235,5.0051153427281205,False,American Express Company,False
52,2025-02-04,315.8299865722656,317.3599853515625,313.1099853515625,315.25,1884100,AXP,4.6343719898574705,4.926698598079737,4.978439879764039,4.999780250135304,False,American Express Company,False
53,2025-02-05,320.5299987792969,320.7099914550781,315.1000061035156,317.94000244140625,2065700,AXP,4.686919522943356,4.878742783052461,4.6343719898574705,4.926698598079737,False,American Express Company,False
54,2025-02-06,320.1499938964844,323.25,317.2099914550781,323.1000061035156,1730400,AXP,4.644363274476348,4.8318668813372385,4.686919522943356,4.878742783052461,False,American Express Company,False
55,2025-02-07,316.7699890136719,321.3999938964844,316.2900085449219,320.8299865722656,1607100,AXP,4.288464248422031,4.723186354754198,4.644363274476348,4.8318668813372385,False,American Express Company,False
